date,name,value
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,Islam-Makhachev,2044.0902646032841
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
